Date;Open;High;Low;Close;Adj Close**;Volume
Mar 19, 2021;3,913.14;3,930.12;3,886.75;3,913.10;3,913.10;7,725,050,000
Mar 18, 2021;3,953.50;3,969.62;3,910.86;3,915.46;3,915.46;4,043,170,000
Mar 17, 2021;3,949.57;3,983.87;3,935.74;3,974.12;3,974.12;4,541,620,000
Mar 16, 2021;3,973.59;3,981.04;3,953.44;3,962.71;3,962.71;4,604,870,000
Mar 15, 2021;3,942.96;3,970.08;3,923.54;3,968.94;3,968.94;4,882,190,000
Mar 12, 2021;3,924.52;3,944.99;3,915.21;3,943.34;3,943.34;4,469,240,000
Mar 11, 2021;3,915.54;3,960.27;3,915.54;3,939.34;3,939.34;5,300,010,000
Mar 10, 2021;3,891.99;3,917.35;3,885.73;3,898.81;3,898.81;5,827,250,000
Mar 09, 2021;3,851.93;3,903.76;3,851.93;3,875.44;3,875.44;5,496,340,000
Mar 08, 2021;3,844.39;3,881.06;3,819.25;3,821.35;3,821.35;5,852,240,000
Mar 05, 2021;3,793.58;3,851.69;3,730.19;3,841.94;3,841.94;6,842,570,000
Mar 04, 2021;3,818.53;3,843.67;3,723.34;3,768.47;3,768.47;7,142,240,000
Mar 03, 2021;3,863.99;3,874.47;3,818.86;3,819.72;3,819.72;6,150,790,000
Mar 02, 2021;3,903.64;3,906.41;3,868.57;3,870.29;3,870.29;5,493,690,000
Mar 01, 2021;3,842.51;3,914.50;3,842.51;3,901.82;3,901.82;5,071,540,000
Feb 26, 2021;3,839.66;3,861.08;3,789.54;3,811.15;3,811.15;6,512,950,000
Feb 25, 2021;3,915.80;3,925.02;3,814.04;3,829.34;3,829.34;6,513,060,000
Feb 24, 2021;3,873.71;3,928.65;3,859.60;3,925.43;3,925.43;5,942,350,000
Feb 23, 2021;3,857.07;3,895.98;3,805.59;3,881.37;3,881.37;6,280,650,000
Feb 22, 2021;3,885.55;3,902.92;3,874.71;3,876.50;3,876.50;5,870,190,000
Feb 19, 2021;3,921.16;3,930.41;3,903.07;3,906.71;3,906.71;4,823,940,000
Feb 18, 2021;3,915.86;3,921.98;3,885.03;3,913.97;3,913.97;4,773,430,000
Feb 17, 2021;3,918.50;3,933.61;3,900.43;3,931.33;3,931.33;4,718,280,000
Feb 16, 2021;3,939.61;3,950.43;3,923.85;3,932.59;3,932.59;5,037,360,000
Feb 12, 2021;3,911.65;3,937.23;3,905.78;3,934.83;3,934.83;4,119,260,000
Feb 11, 2021;3,916.40;3,925.99;3,890.39;3,916.38;3,916.38;4,570,080,000
Feb 10, 2021;3,920.78;3,931.50;3,884.94;3,909.88;3,909.88;4,815,380,000
Feb 09, 2021;3,910.49;3,918.35;3,902.64;3,911.23;3,911.23;4,554,610,000
Feb 08, 2021;3,892.59;3,915.77;3,892.59;3,915.59;3,915.59;4,635,030,000
Feb 05, 2021;3,878.30;3,894.56;3,874.93;3,886.83;3,886.83;4,838,580,000
Feb 04, 2021;3,836.66;3,872.42;3,836.66;3,871.74;3,871.74;4,856,670,000
Feb 03, 2021;3,840.27;3,847.51;3,816.68;3,830.17;3,830.17;4,846,900,000
Feb 02, 2021;3,791.84;3,843.09;3,791.84;3,826.31;3,826.31;5,495,370,000
Feb 01, 2021;3,731.17;3,784.32;3,725.62;3,773.86;3,773.86;5,392,870,000
Jan 29, 2021;3,778.05;3,778.05;3,694.12;3,714.24;3,714.24;6,612,570,000
Jan 28, 2021;3,755.75;3,830.50;3,755.75;3,787.38;3,787.38;6,937,960,000
Jan 27, 2021;3,836.83;3,836.83;3,732.48;3,750.77;3,750.77;9,878,040,000
Jan 26, 2021;3,862.96;3,870.90;3,847.78;3,849.62;3,849.62;6,029,090,000
Jan 25, 2021;3,851.68;3,859.23;3,797.16;3,855.36;3,855.36;6,955,860,000
Jan 22, 2021;3,844.24;3,852.31;3,830.41;3,841.47;3,841.47;5,080,430,000
Jan 21, 2021;3,857.46;3,861.45;3,845.05;3,853.07;3,853.07;4,484,460,000
Jan 20, 2021;3,816.22;3,859.75;3,816.22;3,851.85;3,851.85;4,551,790,000
Jan 19, 2021;3,781.88;3,804.53;3,780.37;3,798.91;3,798.91;4,982,940,000
Jan 15, 2021;3,788.73;3,788.73;3,749.62;3,768.25;3,768.25;5,353,060,000
Jan 14, 2021;3,814.98;3,823.60;3,792.86;3,795.54;3,795.54;5,180,140,000
Jan 13, 2021;3,802.23;3,820.96;3,791.50;3,809.84;3,809.84;4,590,420,000
Jan 12, 2021;3,801.62;3,810.78;3,776.51;3,801.19;3,801.19;4,977,210,000
Jan 11, 2021;3,803.14;3,817.86;3,789.02;3,799.61;3,799.61;4,450,500,000
Jan 08, 2021;3,815.05;3,826.69;3,783.60;3,824.68;3,824.68;4,764,180,000
Jan 07, 2021;3,764.71;3,811.55;3,764.71;3,803.79;3,803.79;5,080,870,000
Jan 06, 2021;3,712.20;3,783.04;3,705.34;3,748.14;3,748.14;6,049,970,000
Jan 05, 2021;3,698.02;3,737.83;3,695.07;3,726.86;3,726.86;4,582,620,000
Jan 04, 2021;3,764.61;3,769.99;3,662.71;3,700.65;3,700.65;5,006,680,000
Dec 31, 2020;3,733.27;3,760.20;3,726.88;3,756.07;3,756.07;3,172,510,000
Dec 30, 2020;3,736.19;3,744.63;3,730.21;3,732.04;3,732.04;3,145,200,000
Dec 29, 2020;3,750.01;3,756.12;3,723.31;3,727.04;3,727.04;3,387,030,000
Dec 28, 2020;3,723.03;3,740.51;3,723.03;3,735.36;3,735.36;3,527,460,000
Dec 24, 2020;3,694.03;3,703.82;3,689.32;3,703.06;3,703.06;1,885,090,000
Dec 23, 2020;3,693.42;3,711.24;3,689.28;3,690.01;3,690.01;3,772,630,000
Dec 22, 2020;3,698.08;3,698.26;3,676.16;3,687.26;3,687.26;4,023,940,000
Dec 21, 2020;3,684.28;3,702.90;3,636.48;3,694.92;3,694.92;4,732,160,000
Dec 18, 2020;3,722.39;3,726.70;3,685.84;3,709.41;3,709.41;7,068,340,000
Dec 17, 2020;3,713.65;3,725.12;3,710.87;3,722.48;3,722.48;4,184,930,000
Dec 16, 2020;3,696.25;3,711.27;3,688.57;3,701.17;3,701.17;4,056,950,000
Dec 15, 2020;3,666.41;3,695.29;3,659.62;3,694.62;3,694.62;4,360,280,000
Dec 14, 2020;3,675.27;3,697.61;3,645.84;3,647.49;3,647.49;4,594,920,000
Dec 11, 2020;3,656.08;3,665.91;3,633.40;3,663.46;3,663.46;4,367,150,000
Dec 10, 2020;3,659.13;3,678.49;3,645.18;3,668.10;3,668.10;4,618,240,000
Dec 09, 2020;3,705.98;3,712.39;3,660.54;3,672.82;3,672.82;5,209,940,000
Dec 08, 2020;3,683.05;3,708.45;3,678.83;3,702.25;3,702.25;4,549,670,000
Dec 07, 2020;3,694.73;3,697.41;3,678.88;3,691.96;3,691.96;4,788,560,000
Dec 04, 2020;3,670.94;3,699.20;3,670.94;3,699.12;3,699.12;5,086,370,000
Dec 03, 2020;3,668.28;3,682.73;3,657.17;3,666.72;3,666.72;5,091,760,000
Dec 02, 2020;3,653.78;3,670.96;3,644.84;3,669.01;3,669.01;5,029,620,000
Dec 01, 2020;3,645.87;3,678.45;3,645.87;3,662.45;3,662.45;5,403,660,000
Nov 30, 2020;3,634.18;3,634.18;3,594.39;3,621.63;3,621.63;6,291,400,000
Nov 27, 2020;3,638.55;3,644.31;3,629.33;3,638.35;3,638.35;2,778,450,000
Nov 25, 2020;3,635.50;3,635.50;3,617.76;3,629.65;3,629.65;4,902,560,000
Nov 24, 2020;3,594.52;3,642.31;3,594.52;3,635.41;3,635.41;6,267,570,000
Nov 23, 2020;3,566.82;3,589.81;3,552.77;3,577.59;3,577.59;5,036,290,000
Nov 20, 2020;3,579.31;3,581.23;3,556.85;3,557.54;3,557.54;4,218,970,000
Nov 19, 2020;3,559.41;3,585.22;3,543.84;3,581.87;3,581.87;4,347,200,000
Nov 18, 2020;3,612.09;3,619.09;3,567.33;3,567.79;3,567.79;5,274,450,000
Nov 17, 2020;3,610.31;3,623.11;3,588.68;3,609.53;3,609.53;4,799,570,000
Nov 16, 2020;3,600.16;3,628.51;3,600.16;3,626.91;3,626.91;5,281,980,000
Nov 13, 2020;3,552.57;3,593.66;3,552.57;3,585.15;3,585.15;4,709,670,000
Nov 12, 2020;3,562.67;3,569.02;3,518.58;3,537.01;3,537.01;4,890,120,000
Nov 11, 2020;3,563.22;3,581.16;3,557.00;3,572.66;3,572.66;4,609,970,000
Nov 10, 2020;3,543.26;3,557.22;3,511.91;3,545.53;3,545.53;6,024,230,000
Nov 09, 2020;3,583.04;3,645.99;3,547.48;3,550.50;3,550.50;8,556,610,000
Nov 06, 2020;3,508.34;3,521.58;3,484.34;3,509.44;3,509.44;4,833,950,000
Nov 05, 2020;3,485.74;3,529.05;3,485.74;3,510.45;3,510.45;4,841,190,000
Nov 04, 2020;3,406.46;3,486.25;3,405.17;3,443.44;3,443.44;4,783,040,000
Nov 03, 2020;3,336.25;3,389.49;3,336.25;3,369.16;3,369.16;4,220,070,000
Nov 02, 2020;3,296.20;3,330.14;3,279.74;3,310.24;3,310.24;4,310,590,000
Oct 30, 2020;3,293.59;3,304.93;3,233.94;3,269.96;3,269.96;4,840,450,000
Oct 29, 2020;3,277.17;3,341.05;3,259.82;3,310.11;3,310.11;4,903,070,000
Oct 28, 2020;3,342.48;3,342.48;3,268.89;3,271.03;3,271.03;5,129,860,000
Oct 27, 2020;3,403.15;3,409.51;3,388.71;3,390.68;3,390.68;3,946,990,000
Oct 26, 2020;3,441.42;3,441.42;3,364.86;3,400.97;3,400.97;3,988,080,000
Oct 23, 2020;3,464.90;3,466.46;3,440.45;3,465.39;3,465.39;3,646,570,000
Oct 22, 2020;3,438.50;3,460.53;3,415.34;3,453.49;3,453.49;4,163,630,000
Oct 21, 2020;3,439.91;3,464.86;3,433.06;3,435.56;3,435.56;4,097,750,000
Oct 20, 2020;3,439.38;3,476.93;3,435.65;3,443.12;3,443.12;3,901,260,000
Oct 19, 2020;3,493.66;3,502.42;3,419.93;3,426.92;3,426.92;4,086,200,000
Oct 16, 2020;3,493.50;3,515.76;3,480.45;3,483.81;3,483.81;4,675,890,000
Oct 15, 2020;3,453.72;3,489.08;3,440.89;3,483.34;3,483.34;3,717,640,000
Oct 14, 2020;3,515.47;3,527.94;3,480.55;3,488.67;3,488.67;3,840,630,000
Oct 13, 2020;3,534.01;3,534.01;3,500.86;3,511.93;3,511.93;3,605,150,000
Oct 12, 2020;3,500.02;3,549.85;3,499.61;3,534.22;3,534.22;3,428,970,000
Oct 09, 2020;3,459.67;3,482.34;3,458.07;3,477.14;3,477.14;3,939,060,000
Oct 08, 2020;3,434.28;3,447.28;3,428.15;3,446.83;3,446.83;3,856,190,000
Oct 07, 2020;3,384.56;3,426.26;3,384.56;3,419.44;3,419.44;3,807,830,000
Oct 06, 2020;3,408.74;3,431.56;3,354.54;3,360.97;3,360.97;4,443,380,000
Oct 05, 2020;3,367.27;3,409.57;3,367.27;3,408.60;3,408.60;3,686,920,000
Oct 02, 2020;3,338.94;3,369.10;3,323.69;3,348.42;3,348.42;3,961,550,000
Oct 01, 2020;3,385.87;3,397.18;3,361.39;3,380.80;3,380.80;4,070,530,000
Sep 30, 2020;3,341.21;3,393.56;3,340.47;3,363.00;3,363.00;4,722,530,000
Sep 29, 2020;3,350.92;3,357.92;3,327.54;3,335.47;3,335.47;3,651,880,000
Sep 28, 2020;3,333.90;3,360.74;3,332.91;3,351.60;3,351.60;3,946,060,000
Sep 25, 2020;3,236.66;3,306.88;3,228.44;3,298.46;3,298.46;3,792,220,000
Sep 24, 2020;3,226.14;3,278.70;3,209.45;3,246.59;3,246.59;4,599,470,000
Sep 23, 2020;3,320.11;3,323.35;3,232.57;3,236.92;3,236.92;4,364,500,000
Sep 22, 2020;3,295.75;3,320.31;3,270.95;3,315.57;3,315.57;3,963,300,000
Sep 21, 2020;3,285.57;3,285.57;3,229.10;3,281.06;3,281.06;4,828,350,000
Sep 18, 2020;3,357.38;3,362.27;3,292.40;3,319.47;3,319.47;7,068,700,000
Sep 17, 2020;3,346.86;3,375.17;3,328.82;3,357.01;3,357.01;4,371,940,000
Sep 16, 2020;3,411.23;3,428.92;3,384.45;3,385.49;3,385.49;4,710,030,000
Sep 15, 2020;3,407.73;3,419.48;3,389.25;3,401.20;3,401.20;4,051,460,000
Sep 14, 2020;3,363.56;3,402.93;3,363.56;3,383.54;3,383.54;3,832,130,000
Sep 11, 2020;3,352.70;3,368.95;3,310.47;3,340.97;3,340.97;3,704,450,000
Sep 10, 2020;3,412.56;3,425.55;3,329.25;3,339.19;3,339.19;4,192,250,000
Sep 09, 2020;3,369.82;3,424.77;3,366.84;3,398.96;3,398.96;3,920,830,000
Sep 08, 2020;3,371.88;3,379.97;3,329.27;3,331.84;3,331.84;4,665,600,000
Sep 04, 2020;3,453.60;3,479.15;3,349.63;3,426.96;3,426.96;4,431,440,000
Sep 03, 2020;3,564.74;3,564.85;3,427.41;3,455.06;3,455.06;4,898,680,000
Sep 02, 2020;3,543.76;3,588.11;3,535.23;3,580.84;3,580.84;4,285,190,000
Sep 01, 2020;3,507.44;3,528.03;3,494.60;3,526.65;3,526.65;4,083,110,000
Aug 31, 2020;3,509.73;3,514.77;3,493.25;3,500.31;3,500.31;4,342,290,000
Aug 28, 2020;3,494.69;3,509.23;3,484.32;3,508.01;3,508.01;3,855,880,000
Aug 27, 2020;3,485.14;3,501.38;3,468.35;3,484.55;3,484.55;3,929,560,000
Aug 26, 2020;3,449.97;3,481.07;3,444.15;3,478.73;3,478.73;3,754,360,000
Aug 25, 2020;3,435.95;3,444.21;3,425.84;3,443.62;3,443.62;3,619,300,000
Aug 24, 2020;3,418.09;3,432.09;3,413.13;3,431.28;3,431.28;3,728,690,000
Aug 21, 2020;3,386.01;3,399.96;3,379.31;3,397.16;3,397.16;3,705,420,000
Aug 20, 2020;3,360.48;3,390.80;3,354.69;3,385.51;3,385.51;3,642,850,000
Aug 19, 2020;3,392.51;3,399.54;3,369.66;3,374.85;3,374.85;3,884,480,000
Aug 18, 2020;3,387.04;3,395.06;3,370.15;3,389.78;3,389.78;3,881,310,000
Aug 17, 2020;3,380.86;3,387.59;3,379.22;3,381.99;3,381.99;3,671,290,000
Aug 14, 2020;3,368.66;3,378.51;3,361.64;3,372.85;3,372.85;3,193,400,000
Aug 13, 2020;3,372.95;3,387.24;3,363.35;3,373.43;3,373.43;3,648,810,000
Aug 12, 2020;3,355.46;3,387.89;3,355.46;3,380.35;3,380.35;3,768,560,000
Aug 11, 2020;3,370.34;3,381.01;3,326.44;3,333.69;3,333.69;5,087,650,000
Aug 10, 2020;3,356.04;3,363.29;3,335.44;3,360.47;3,360.47;4,318,570,000
Aug 07, 2020;3,340.05;3,352.54;3,328.72;3,351.28;3,351.28;4,104,860,000
Aug 06, 2020;3,323.17;3,351.03;3,318.14;3,349.16;3,349.16;4,267,490,000
Aug 05, 2020;3,317.37;3,330.77;3,317.37;3,327.77;3,327.77;4,732,220,000
Aug 04, 2020;3,289.92;3,306.84;3,286.37;3,306.51;3,306.51;4,621,670,000
Aug 03, 2020;3,288.26;3,302.73;3,284.53;3,294.61;3,294.61;4,643,640,000
Jul 31, 2020;3,270.45;3,272.17;3,220.26;3,271.12;3,271.12;5,117,260,000
Jul 30, 2020;3,231.76;3,250.92;3,204.13;3,246.22;3,246.22;4,254,010,000
Jul 29, 2020;3,227.22;3,264.74;3,227.22;3,258.44;3,258.44;4,676,300,000
Jul 28, 2020;3,234.27;3,243.72;3,216.17;3,218.44;3,218.44;4,027,890,000
Jul 27, 2020;3,219.84;3,241.43;3,214.25;3,239.41;3,239.41;3,963,910,000
Jul 24, 2020;3,218.58;3,227.26;3,200.05;3,215.63;3,215.63;3,894,900,000
Jul 23, 2020;3,271.64;3,279.99;3,222.66;3,235.66;3,235.66;4,290,460,000
Jul 22, 2020;3,254.86;3,279.32;3,253.10;3,276.02;3,276.02;4,255,190,000
Jul 21, 2020;3,268.52;3,277.29;3,247.77;3,257.30;3,257.30;4,547,960,000
Jul 20, 2020;3,224.29;3,258.61;3,215.16;3,251.84;3,251.84;3,971,200,000
Jul 17, 2020;3,224.21;3,233.52;3,205.65;3,224.73;3,224.73;3,993,830,000
Jul 16, 2020;3,208.36;3,220.39;3,198.59;3,215.57;3,215.57;3,961,230,000
Jul 15, 2020;3,225.98;3,238.28;3,200.76;3,226.56;3,226.56;4,669,760,000
Jul 14, 2020;3,141.11;3,200.95;3,127.66;3,197.52;3,197.52;4,476,170,000
Jul 13, 2020;3,205.08;3,235.32;3,149.43;3,155.22;3,155.22;4,890,780,000
Jul 10, 2020;3,152.47;3,186.82;3,136.22;3,185.04;3,185.04;4,515,340,000
Jul 09, 2020;3,176.17;3,179.78;3,115.70;3,152.05;3,152.05;4,829,020,000
Jul 08, 2020;3,153.07;3,171.80;3,136.53;3,169.94;3,169.94;4,927,700,000
Jul 07, 2020;3,166.44;3,184.15;3,142.93;3,145.32;3,145.32;4,563,700,000
Jul 06, 2020;3,155.29;3,182.59;3,155.29;3,179.72;3,179.72;4,736,450,000
Jul 02, 2020;3,143.64;3,165.81;3,124.52;3,130.01;3,130.01;4,190,830,000
Jul 01, 2020;3,105.92;3,128.44;3,101.17;3,115.86;3,115.86;4,443,130,000
Jun 30, 2020;3,050.20;3,111.51;3,047.83;3,100.29;3,100.29;4,696,280,000
Jun 29, 2020;3,018.59;3,053.89;2,999.74;3,053.24;3,053.24;4,462,770,000
Jun 26, 2020;3,073.20;3,073.73;3,004.63;3,009.05;3,009.05;8,098,120,000
Jun 25, 2020;3,046.60;3,086.25;3,024.01;3,083.76;3,083.76;4,815,420,000
Jun 24, 2020;3,114.40;3,115.01;3,032.13;3,050.33;3,050.33;5,587,200,000
Jun 23, 2020;3,138.70;3,154.90;3,127.12;3,131.29;3,131.29;4,704,830,000
Jun 22, 2020;3,094.42;3,120.92;3,079.39;3,117.86;3,117.86;4,665,380,000
Jun 19, 2020;3,140.29;3,155.53;3,083.11;3,097.74;3,097.74;8,327,780,000
Jun 18, 2020;3,101.64;3,120.00;3,093.51;3,115.34;3,115.34;4,429,030,000
Jun 17, 2020;3,136.13;3,141.16;3,108.03;3,113.49;3,113.49;4,549,390,000
Jun 16, 2020;3,131.00;3,153.45;3,076.06;3,124.74;3,124.74;5,829,240,000
Jun 15, 2020;2,993.76;3,079.76;2,965.66;3,066.59;3,066.59;5,740,660,000
Jun 12, 2020;3,071.04;3,088.42;2,984.47;3,041.31;3,041.31;5,832,250,000
Jun 11, 2020;3,123.53;3,123.53;2,999.49;3,002.10;3,002.10;7,018,890,000
Jun 10, 2020;3,213.42;3,223.27;3,181.49;3,190.14;3,190.14;6,570,840,000
Jun 09, 2020;3,213.32;3,222.71;3,193.11;3,207.18;3,207.18;6,382,620,000
Jun 08, 2020;3,199.92;3,233.13;3,196.00;3,232.39;3,232.39;8,437,380,000
Jun 05, 2020;3,163.84;3,211.72;3,163.84;3,193.93;3,193.93;8,617,590,000
Jun 04, 2020;3,111.56;3,128.91;3,090.41;3,112.35;3,112.35;6,428,130,000
Jun 03, 2020;3,098.90;3,130.94;3,098.90;3,122.87;3,122.87;5,989,560,000
Jun 02, 2020;3,064.78;3,081.07;3,051.64;3,080.82;3,080.82;5,187,230,000
Jun 01, 2020;3,038.78;3,062.18;3,031.54;3,055.73;3,055.73;4,673,410,000
May 29, 2020;3,025.17;3,049.17;2,998.61;3,044.31;3,044.31;7,275,080,000
May 28, 2020;3,046.61;3,068.67;3,023.40;3,029.73;3,029.73;5,402,670,000
May 27, 2020;3,015.65;3,036.25;2,969.75;3,036.13;3,036.13;6,371,230,000
May 26, 2020;3,004.08;3,021.72;2,988.17;2,991.77;2,991.77;5,837,060,000
May 22, 2020;2,948.05;2,956.76;2,933.59;2,955.45;2,955.45;3,952,800,000
May 21, 2020;2,969.95;2,978.50;2,938.57;2,948.51;2,948.51;4,966,940,000
May 20, 2020;2,953.63;2,980.29;2,953.63;2,971.61;2,971.61;4,992,970,000
May 19, 2020;2,948.59;2,964.21;2,922.35;2,922.94;2,922.94;4,969,330,000
May 18, 2020;2,913.86;2,968.09;2,913.86;2,953.91;2,953.91;6,364,290,000
May 15, 2020;2,829.95;2,865.01;2,816.78;2,863.70;2,863.70;5,477,040,000
May 14, 2020;2,794.54;2,852.80;2,766.64;2,852.50;2,852.50;5,641,920,000
May 13, 2020;2,865.86;2,874.14;2,793.15;2,820.00;2,820.00;6,143,130,000
May 12, 2020;2,939.50;2,945.82;2,869.59;2,870.12;2,870.12;5,107,710,000
May 11, 2020;2,915.46;2,944.25;2,903.44;2,930.19;2,930.19;4,807,320,000
May 08, 2020;2,908.83;2,932.16;2,902.88;2,929.80;2,929.80;4,857,160,000
May 07, 2020;2,878.26;2,901.92;2,876.48;2,881.19;2,881.19;5,164,640,000
May 06, 2020;2,883.14;2,891.11;2,847.65;2,848.42;2,848.42;4,861,920,000
May 05, 2020;2,868.88;2,898.23;2,863.55;2,868.44;2,868.44;5,129,590,000
May 04, 2020;2,815.01;2,844.24;2,797.85;2,842.74;2,842.74;4,723,140,000
May 01, 2020;2,869.09;2,869.09;2,821.61;2,830.71;2,830.71;4,753,160,000
Apr 30, 2020;2,930.91;2,930.91;2,892.47;2,912.43;2,912.43;6,523,120,000
Apr 29, 2020;2,918.46;2,954.86;2,912.16;2,939.51;2,939.51;6,620,140,000
Apr 28, 2020;2,909.96;2,921.15;2,860.71;2,863.39;2,863.39;5,672,880,000
Apr 27, 2020;2,854.65;2,887.72;2,852.89;2,878.48;2,878.48;5,194,260,000
Apr 24, 2020;2,812.64;2,842.71;2,791.76;2,836.74;2,836.74;5,374,480,000
Apr 23, 2020;2,810.42;2,844.90;2,794.26;2,797.80;2,797.80;5,756,520,000
Apr 22, 2020;2,787.89;2,815.10;2,775.95;2,799.31;2,799.31;5,049,660,000
Apr 21, 2020;2,784.81;2,785.54;2,727.10;2,736.56;2,736.56;5,075,830,000
Apr 20, 2020;2,845.62;2,868.98;2,820.43;2,823.16;2,823.16;5,220,160,000
Apr 17, 2020;2,842.43;2,879.22;2,830.88;2,874.56;2,874.56;5,792,140,000
Apr 16, 2020;2,799.34;2,806.51;2,764.32;2,799.55;2,799.55;5,179,990,000
Apr 15, 2020;2,795.64;2,801.88;2,761.54;2,783.36;2,783.36;5,203,390,000
Apr 14, 2020;2,805.10;2,851.85;2,805.10;2,846.06;2,846.06;5,567,400,000
Apr 13, 2020;2,782.46;2,782.46;2,721.17;2,761.63;2,761.63;5,274,310,000
Apr 09, 2020;2,776.99;2,818.57;2,762.36;2,789.82;2,789.82;7,880,140,000
Apr 08, 2020;2,685.00;2,760.75;2,663.30;2,749.98;2,749.98;5,856,370,000
Apr 07, 2020;2,738.65;2,756.89;2,657.67;2,659.41;2,659.41;7,040,720,000
Apr 06, 2020;2,578.28;2,676.85;2,574.57;2,663.68;2,663.68;6,391,860,000
Apr 03, 2020;2,514.92;2,538.18;2,459.96;2,488.65;2,488.65;6,087,190,000
Apr 02, 2020;2,458.54;2,533.22;2,455.79;2,526.90;2,526.90;6,454,990,000
Apr 01, 2020;2,498.08;2,522.75;2,447.49;2,470.50;2,470.50;5,947,900,000
Mar 31, 2020;2,614.69;2,641.39;2,571.15;2,584.59;2,584.59;6,568,290,000
Mar 30, 2020;2,558.98;2,631.80;2,545.28;2,626.65;2,626.65;5,746,220,000
Mar 27, 2020;2,555.87;2,615.91;2,520.02;2,541.47;2,541.47;6,194,330,000
Mar 26, 2020;2,501.29;2,637.01;2,500.72;2,630.07;2,630.07;7,753,160,000
Mar 25, 2020;2,457.77;2,571.42;2,407.53;2,475.56;2,475.56;8,285,670,000
Mar 24, 2020;2,344.44;2,449.71;2,344.44;2,447.33;2,447.33;7,547,350,000
Mar 23, 2020;2,290.71;2,300.73;2,191.86;2,237.40;2,237.40;7,402,180,000
Mar 20, 2020;2,431.94;2,453.01;2,295.56;2,304.92;2,304.92;9,044,690,000
Mar 19, 2020;2,393.48;2,466.97;2,319.78;2,409.39;2,409.39;7,946,710,000
Mar 18, 2020;2,436.50;2,453.57;2,280.52;2,398.10;2,398.10;8,755,780,000
Mar 17, 2020;2,425.66;2,553.93;2,367.04;2,529.19;2,529.19;8,358,500,000
Mar 16, 2020;2,508.59;2,562.98;2,380.94;2,386.13;2,386.13;7,781,540,000
Mar 13, 2020;2,569.99;2,711.33;2,492.37;2,711.02;2,711.02;8,258,670,000
Mar 12, 2020;2,630.86;2,660.95;2,478.86;2,480.64;2,480.64;8,829,380,000
Mar 11, 2020;2,825.60;2,825.60;2,707.22;2,741.38;2,741.38;7,374,110,000
Mar 10, 2020;2,813.48;2,882.59;2,734.00;2,882.23;2,882.23;7,635,960,000
Mar 09, 2020;2,863.89;2,863.89;2,734.43;2,746.56;2,746.56;8,423,050,000
Mar 06, 2020;2,954.20;2,985.93;2,901.54;2,972.37;2,972.37;6,552,140,000
Mar 05, 2020;3,075.70;3,083.04;2,999.83;3,023.94;3,023.94;5,575,550,000
Mar 04, 2020;3,045.75;3,130.97;3,034.38;3,130.12;3,130.12;5,035,480,000
Mar 03, 2020;3,096.46;3,136.72;2,976.63;3,003.37;3,003.37;6,355,940,000
Mar 02, 2020;2,974.28;3,090.96;2,945.19;3,090.23;3,090.23;6,376,400,000
Feb 28, 2020;2,916.90;2,959.72;2,855.84;2,954.22;2,954.22;8,563,850,000
Feb 27, 2020;3,062.54;3,097.07;2,977.39;2,978.76;2,978.76;7,058,840,000
